,building,geometry,osm_id,area,category
139,yes,"MultiPolygon (((909684.5110466507030651 7010845.84562178421765566, 909680.08053091715555638 7010830.53201176039874554, 909661.30093282042071223 7010835.97066019382327795, 909665.73144855385180563 7010851.28428066801279783, 909684.5110466507030651 7010845.84562178421765566)))",98639050,311.68,residential
138,yes,"MultiPolygon (((909711.06074520491529256 7010872.01804157067090273, 909715.24635805888101459 7010885.75395584758371115, 909733.33577531273476779 7010880.24102524295449257, 909729.13903050974477082 7010866.50512047205120325, 909711.06074520491529256 7010872.01804157067090273)))",98639047,271.5,residential
137,yes,"MultiPolygon (((909987.63402008067350835 7010839.73873619921505451, 910003.07403345382772386 7010835.11681070551276207, 910000.02387940615881234 7010824.94487167429178953, 909984.58386603312101215 7010829.56679126713424921, 909987.63402008067350835 7010839.73873619921505451)))",98639046,171.15,residential
136,yes,"MultiPolygon (((909862.11016226233914495 7011140.68939664773643017, 909852.70366529014427215 7011144.43905404303222895, 909861.03036320151295513 7011165.35920468904078007, 909870.4368601735914126 7011161.60953744687139988, 909862.93392649421002716 7011142.65703842602670193, 909862.11016226233914495 7011140.68939664773643017)))",98639044,228.43,residential
135,yes,"MultiPolygon (((909826.33207792148459703 7010910.84990360215306282, 909837.60874233860522509 7010907.84284060541540384, 909833.99085888790432364 7010894.21826075483113527, 909822.70306252152658999 7010897.22531861066818237, 909826.33207792148459703 7010910.84990360215306282)))",98639043,164.61,residential
134,yes,"MultiPolygon (((910085.42819274275097996 7010944.59591057803481817, 910088.7009857720695436 7010957.92358084861189127, 910099.7216153604676947 7010955.21349567547440529, 910096.43769038212485611 7010941.88582993112504482, 910085.42819274275097996 7010944.59591057803481817)))",98639042,155.69,residential
133,yes,"MultiPolygon (((909978.7061969192000106 7010969.48785876575857401, 909966.99538648768793792 7010972.06801295187324286, 909968.20876893727108836 7010977.58100706990808249, 909964.25692701421212405 7010978.45343409664928913, 909965.71521234360989183 7010985.06160787399858236, 909969.7338459612801671 7010984.17061783093959093, 909970.95836036012042314 7010989.70218261703848839, 909982.59124714776407927 7010987.14058502484112978, 909978.7061969192000106 7010969.48785876575857401)))",98639041,243.68,residential
132,yes,"MultiPolygon (((909933.64406704611610621 7010980.92221747804433107, 909916.43407376937102526 7010984.65323742479085922, 909919.2170610394096002 7010997.46122963167726994, 909936.42705431603826582 7010993.73020369000732899, 909933.64406704611610621 7010980.92221747804433107)))",98639040,230.81,residential
131,yes,"MultiPolygon (((909735.08349131804425269 7010878.83030960895121098, 909737.72176324995234609 7010887.48022783081978559, 909746.98354488390032202 7010884.64023218303918839, 909744.34527295210864395 7010876.00887909345328808, 909735.08349131804425269 7010878.83030960895121098)))",98639039,87.5,residential
130,yes,"MultiPolygon (((909990.39474345254711807 7010723.04057846125215292, 909989.25928464636672288 7010752.73932720813900232, 909995.00337037141434848 7010752.94350648764520884, 909994.80299528792966157 7010758.36354021541774273, 910007.40436164569109678 7010758.84614613559097052, 910007.58247283089440316 7010753.9272794621065259, 910013.38221830141264945 7010754.15002052765339613, 910014.52880905650090426 7010723.96866268757730722, 909990.39474345254711807 7010723.04057846125215292)))",98639037,788.83,residential
129,yes,"MultiPolygon (((909852.08027614175807685 7010984.95023411139845848, 909832.92219177621882409 7010989.29381193406879902, 909836.75158225954510272 7011006.16696362383663654, 909855.90966662508435547 7011001.84193893894553185, 909852.08027614175807685 7010984.95023411139845848)))",98639036,340.03,residential
119,yes,"MultiPolygon (((909953.34761691652238369 7010976.93132742494344711, 909943.76300875912420452 7010979.10311385616660118, 909945.36600942653603852 7010986.15678326599299908, 909954.93948563490994275 7010983.98499491810798645, 909953.34761691652238369 7010976.93132742494344711)))",98639025,71.04,residential
120,yes,"MultiPolygon (((909870.05837390501983464 7010823.75690883956849575, 909875.56868869916070253 7010848.12874434143304825, 909889.48362504842225462 7010844.97320927027612925, 909883.96217830490786582 7010820.61994532216340303, 909870.05837390501983464 7010823.75690883956849575)))",98639026,356.22,residential
126,yes,"MultiPolygon (((909815.84578188869636506 7010866.50512047205120325, 909830.08354476105887443 7010863.07114797364920378, 909829.1929888348095119 7010859.39587094634771347, 909834.60311608738265932 7010858.09653098694980145, 909832.28767067892476916 7010848.51854582130908966, 909812.63978055375628173 7010853.27041299268603325, 909815.84578188869636506 7010866.50512047205120325)))",98639033,254.33,residential
125,yes,"MultiPolygon (((910181.73068422789219767 7010750.41910848021507263, 910209.22659845394082367 7010751.21726364735513926, 910209.56055692618247122 7010739.59761723689734936, 910182.06464270036667585 7010738.8180249547585845, 910181.73068422789219767 7010750.41910848021507263)))",98639032,319.5,residential
124,yes,"MultiPolygon (((910050.78556720784399658 7010964.49461311381310225, 910053.56855447764974087 7010976.76426695846021175, 910069.15328318870160729 7010973.23743562866002321, 910066.370295918895863 7010960.96778721455484629, 910050.78556720784399658 7010964.49461311381310225)))",98639031,201.03,residential
123,yes,"MultiPolygon (((909819.87554745515808463 7011003.86523345392197371, 909809.50057091354392469 7011006.22265065182000399, 909815.27805248543154448 7011031.74591295886784792, 909825.65302902751136571 7011029.38848821353167295, 909819.87554745515808463 7011003.86523345392197371)))",98639030,278.42,residential
146,yes,"MultiPolygon (((909978.8286483590491116 7010811.543176194652915, 909995.45978028362151235 7010806.55002948548644781, 909992.39849428669549525 7010796.35956505592912436, 909975.76736236235592514 7010801.33414351660758257, 909978.8286483590491116 7010811.543176194652915)))",98639060,184.89,residential
147,yes,"MultiPolygon (((909877.81734241312369704 7011024.17245641630142927, 909886.11064447730313987 7011047.2269715154543519, 909903.42082529573235661 7011040.98999466840177774, 909898.38918431184720248 7011026.99393938295543194, 909894.05885611998382956 7011028.55318040400743484, 909889.02721513621509075 7011014.55714695528149605, 909880.67825332668144256 7011017.56425020936876535, 909882.44823323027230799 7011022.50184196978807449, 909877.81734241312369704 7011024.17245641630142927)))",98639061,453.13,residential
148,yes,"MultiPolygon (((909896.38543347758240998 7011172.43160166312009096, 909887.53553395939525217 7011175.77289375476539135, 909895.46148170402739197 7011196.76737778820097446, 909895.96241941244807094 7011198.08533574920147657, 909904.81231893063522875 7011194.76259708404541016, 909896.88637118600308895 7011173.74955559894442558, 909896.38543347758240998 7011172.43160166312009096)))",98639062,225.7,residential
149,yes,"MultiPolygon (((909855.1860899351304397 7010734.69732415024191141, 909873.91002828639466316 7010735.23561377730220556, 909874.1437992169521749 7010727.25408170185983181, 909874.26625065680127591 7010723.13338688109070063, 909855.54231230565346777 7010722.59509807173162699, 909855.1860899351304397 7010734.69732415024191141)))",98639064,226.79,residential
173,yes,"MultiPolygon (((909933.45482391165569425 7010880.25958729721605778, 909938.0857147288043052 7010900.75211630668491125, 909963.09920430986676365 7010895.09067865647375584, 909958.46831349295098335 7010874.5981642035767436, 909933.45482391165569425 7010880.25958729721605778)))",98639093,538.81,residential
172,yes,"MultiPolygon (((909880.52240603952668607 7011136.43854954745620489, 909872.58532634587027133 7011139.66845063026994467, 909880.77844086836557835 7011159.79039258509874344, 909881.56880925316363573 7011161.72091367468237877, 909889.50588894647080451 7011158.47244095802307129, 909880.52240603952668607 7011136.43854954745620489)))",98639092,204.1,residential
171,yes,"MultiPolygon (((910210.20620997285004705 7010886.34794186055660248, 910225.00057029933668673 7010883.32232605665922165, 910224.78906326671130955 7010882.2828509509563446, 910222.85210412717424333 7010872.85333297960460186, 910222.31777057109866291 7010870.19896280765533447, 910207.52341024472843856 7010873.22457362990826368, 910210.20620997285004705 7010886.34794186055660248)))",98639091,202.22,residential
170,yes,"MultiPolygon (((909887.53553395939525217 7010889.74480024352669716, 909893.29075163346715271 7010909.68049007654190063, 909907.21681993186939508 7010905.67107359133660793, 909899.74728209956083447 7010879.7769740205258131, 909895.57280119473580271 7010880.98350725974887609, 909897.2871213530888781 7010886.92336585838347673, 909887.53553395939525217 7010889.74480024352669716)))",98639090,327.74,residential
169,yes,"MultiPolygon (((909769.08046380628366023 7010875.0065290154889226, 909750.623692232882604 7010880.64939034357666969, 909754.60893000324722379 7010893.717084557749331, 909773.06570157688111067 7010888.09277603961527348, 909769.08046380628366023 7010875.0065290154889226)))",98639089,263.81,residential
168,yes,"MultiPolygon (((909935.73687347280792892 7010724.37701977603137493, 909935.78140126925427467 7010740.43289476819336414, 909946.69071136694401503 7010740.39577132184058428, 909946.64618357073049992 7010724.33989640418440104, 909935.73687347280792892 7010724.37701977603137493)))",98639088,175.16,residential
167,yes,"MultiPolygon (((910021.09665901330299675 7010959.09300144668668509, 910024.73680636228527874 7010975.14934925828129053, 910037.86137432674877346 7010972.17938653379678726, 910034.22122697776649147 7010956.1230447068810463, 910021.09665901330299675 7010959.09300144668668509)))",98639086,221.54,residential
116,yes,"MultiPolygon (((909899.83633769222069532 7010748.63718095328658819, 909907.50625060789752752 7010748.97129233181476593, 909907.15002823737449944 7010757.36120493710041046, 909925.61793175979983062 7010758.14079903066158295, 909927.04282124200835824 7010724.4141431525349617, 909900.90500480390619487 7010723.31900371983647346, 909899.83633769222069532 7010748.63718095328658819)))",98639022,818.47,residential
165,yes,"MultiPolygon (((910204.21722136822063476 7010853.90152056515216827, 910218.7666788148926571 7010850.13343786541372538, 910215.68312891991809011 7010838.19809406902641058, 910201.12253952433820814 7010841.96617112867534161, 910204.21722136822063476 7010853.90152056515216827)))",98639084,185.36,residential
164,yes,"MultiPolygon (((909830.86278119659982622 7010932.80892270710319281, 909813.47467673476785421 7010936.74410412088036537, 909816.80312950944062322 7010951.46392728947103024, 909834.20236592041328549 7010947.52873861324042082, 909830.86278119659982622 7010932.80892270710319281)))",98639081,269.15,residential
163,yes,"MultiPolygon (((909862.03223861870355904 7010798.54986414313316345, 909875.5575567502528429 7010795.07879722211509943, 909868.64461637183558196 7010768.07134955935180187, 909855.10816629126202315 7010771.52384292334318161, 909862.03223861870355904 7010798.54986414313316345)))",98639080,389.51,residential
228,yes,"MultiPolygon (((909522.28515271760988981 7010598.38128766603767872, 909520.53743671230040491 7010589.73168317601084709, 909516.71917817799840122 7010590.49269950576126575, 909518.44463028525933623 7010599.14230482093989849, 909522.28515271760988981 7010598.38128766603767872)))",107751088,34.44,residential
162,yes,"MultiPolygon (((909692.0028483810601756 7010885.0114733874797821, 909687.17158248065970838 7010870.77438563946634531, 909668.40311633294913918 7010877.14116358570754528, 909673.23438223346602172 7010891.37826271075755358, 909692.0028483810601756 7010885.0114733874797821)))",98639078,297.97,residential
160,yes,"MultiPolygon (((909873.59833371231798083 7011097.8283391147851944, 909865.20484410645440221 7011100.94684917293488979, 909871.77269406302366406 7011118.59986658114939928, 909872.74117363302502781 7011121.19863164704293013, 909881.13466323888860643 7011118.08011367078870535, 909873.59833371231798083 7011097.8283391147851944)))",98639076,193.5,residential
159,yes,"MultiPolygon (((909867.42010197322815657 7010980.60665865521878004, 909871.77269406302366406 7010999.80008260812610388, 909884.29613677738234401 7010996.97860926296561956, 909879.9435446874704212 7010977.76662982907146215, 909867.42010197322815657 7010980.60665865521878004)))",98639075,252.81,residential
158,yes,"MultiPolygon (((909756.0338194853393361 7010857.65104304905980825, 909759.68509878346230835 7010869.64210204128175974, 909774.16776453563943505 7010865.24290338158607483, 909770.50535328849218786 7010853.25185100641101599, 909756.0338194853393361 7010857.65104304905980825)))",98639074,189.68,residential
118,yes,"MultiPolygon (((909981.58937173068989068 7010820.74987870082259178, 909998.25389950245153159 7010815.75672622397542, 909995.49317613081075251 7010806.55002948548644781, 909978.8286483590491116 7010811.543176194652915, 909981.58937173068989068 7010820.74987870082259178)))",98639024,167.21,residential
156,yes,"MultiPolygon (((909715.95880279981065542 7010968.61543272342532873, 909707.55418124480638653 7010971.00996401626616716, 909709.1571819125674665 7010976.63433103822171688, 909702.4780124647077173 7010978.54624548647552729, 909701.25349806610029191 7010974.27692259196192026, 909689.99909754691179842 7010977.48819568660110235, 909696.22185708221513778 7010999.35458674561232328, 909722.5823125020833686 7010991.83684790879487991, 909715.95880279981065542 7010968.61543272342532873)))",98639072,604.56,residential
155,yes,"MultiPolygon (((910019.93893630895763636 7010903.8519871486350894, 910001.83838710596319288 7010907.95421329140663147, 910006.22437504341360182 7010927.29595955647528172, 910024.31379229726735502 7010923.19372346252202988, 910019.93893630895763636 7010903.8519871486350894)))",98639070,367.96,residential
154,yes,"MultiPolygon (((909951.08783125330228359 7010898.41329239588230848, 909953.58138784719631076 7010909.42062043491750956, 909967.1957615710562095 7010906.33930953219532967, 909964.70220497739501297 7010895.33198575396090746, 909951.08783125330228359 7010898.41329239588230848)))",98639069,157.54,residential
153,yes,"MultiPolygon (((909713.04223214113153517 7011034.36321211419999599, 909718.2185884629143402 7011052.03464450314640999, 909740.03720865841023624 7011045.6306019788607955, 909743.24320999323390424 7011056.58244594279676676, 909751.71462324273306876 7011054.09507667180150747, 909747.96315640292596072 7011041.28699345421046019, 909738.75703451421577483 7011043.97854546830058098, 909734.13727564632426947 7011028.18193251267075539, 909713.04223214113153517 7011034.36321211419999599)))",98639068,523.95,residential
152,yes,"MultiPolygon (((910068.7302691238000989 7010901.88440431840717793, 910094.24469641351606697 7010895.48048243392258883, 910087.69911035487893969 7010869.36367167625576258, 910075.35377882583998144 7010872.46353031042963266, 910079.80655845766887069 7010890.22741411812603474, 910066.63746269675903022 7010893.53146374970674515, 910068.7302691238000989 7010901.88440431840717793)))",98639067,459.6,residential
151,yes,"MultiPolygon (((910273.79190311406273395 7010759.10601087473332882, 910287.28382539818994701 7010756.9157226299867034, 910285.88119981426279992 7010742.95728961937129498, 910284.2225394012639299 7010742.92016616091132164, 910284.48970617924351245 7010730.55806377623230219, 910270.47458228829782456 7010730.27963826805353165, 910270.58590177923906595 7010745.53737047500908375, 910272.26682608993723989 7010745.46312353014945984, 910273.79190311406273395 7010759.10601087473332882)))",98639066,385.35,residential
150,yes,"MultiPolygon (((910028.79996777628548443 7010818.91224973183125257, 910016.64387938159052283 7010821.65941238775849342, 910020.87402003165334463 7010840.38840465527027845, 910033.04124037537258118 7010837.62267359439283609, 910028.79996777628548443 7010818.91224973183125257)))",98639065,239.34,residential
117,yes,"MultiPolygon (((910036.98195034940727055 7010896.87263892497867346, 910040.91152837453410029 7010914.24677242245525122, 910056.66323632176499814 7010910.68284451588988304, 910052.73365829663816839 7010893.30871878750622272, 910036.98195034940727055 7010896.87263892497867346)))",98639023,287.68,residential
229,yes,"MultiPolygon (((909604.47233277035411447 7010934.72082663793116808, 909608.75813316588755697 7010952.83753134682774544, 909621.41515926911961287 7010949.84901472087949514, 909617.14049082272686064 7010931.7323168097063899, 909604.47233277035411447 7010934.72082663793116808)))",107751090,242.2,residential
230,yes,"MultiPolygon (((909645.47130122955422848 7010620.06102427374571562, 909643.76811302034184337 7010639.64337130263447762, 909669.56083903729449958 7010641.88931181002408266, 909671.26402724627405405 7010622.30695926584303379, 909645.47130122955422848 7010620.06102427374571562)))",107751091,508.91,residential
231,yes,"MultiPolygon (((909450.8625674246577546 7010593.83374765887856483, 909458.53248034045100212 7010597.80588450282812119, 909463.35261429182719439 7010588.48807128984481096, 909455.68270137603394687 7010584.51593908667564392, 909450.8625674246577546 7010593.83374765887856483)))",107751092,90.61,residential
309,yes,"MultiPolygon (((908410.27023138722870499 7013455.65883726812899113, 908440.27083415607921779 7013434.32417787238955498, 908428.60455152101349086 7013417.91008367389440536, 908398.6039487523958087 7013439.22613111138343811, 908410.27023138722870499 7013455.65883726812899113)))",108566843,741.5,residential
308,yes,"MultiPolygon (((908451.68108196253888309 7013427.97392474766820669, 908492.96948109765071422 7013398.74797121994197369, 908481.047163633746095 7013381.90688911825418472, 908439.75876449863426387 7013411.13278088252991438, 908451.68108196253888309 7013427.97392474766820669)))",108566842,1043.78,residential
307,yes,"MultiPolygon (((910404.82607572665438056 7010597.13767442386597395, 910404.22495047654956579 7010607.95897225476801395, 910420.12137376179452986 7010608.83135882671922445, 910420.71136706310790032 7010598.01005981117486954, 910404.82607572665438056 7010597.13767442386597395)))",108150375,172.48,residential
306,yes,"MultiPolygon (((910413.86521837918553501 7010620.0239013871178031, 910381.50464240566361696 7010619.15151359513401985, 910381.05936444248072803 7010635.70833656936883926, 910413.40880846697837114 7010636.59928765799850225, 910413.86521837918553501 7010620.0239013871178031)))",108150374,536.39,residential
305,yes,"MultiPolygon (((910385.2672411942621693 7010694.8825545022264123, 910404.30287411995232105 7010696.18186785466969013, 910405.5941802131710574 7010677.4346528546884656, 910400.8631018545711413 7010677.1005444722250104, 910401.64233829022850841 7010665.77799090463668108, 910387.33778372313827276 7010664.7942288164049387, 910385.2672411942621693 7010694.8825545022264123)))",108150373,521.52,residential
304,yes,"MultiPolygon (((910345.22562035615555942 7010666.27915277425199747, 910344.93618968001101166 7010681.40683136228471994, 910359.83073754818178713 7010681.70381674729287624, 910360.12016822409350425 7010666.57613759767264128, 910345.22562035615555942 7010666.27915277425199747)))",108149866,225.41,residential
303,yes,"MultiPolygon (((910299.31746235291939229 7010621.08190373703837395, 910309.62564720050431788 7010621.63874713610857725, 910310.08205711271148175 7010613.3232231056317687, 910320.5683531453832984 7010613.8986273892223835, 910321.81513144227210432 7010590.86392701044678688, 910304.97249248530715704 7010589.95441965945065022, 910303.72571418830193579 7010612.93343312852084637, 910299.77387226512655616 7010612.71069600898772478, 910299.31746235291939229 7010621.08190373703837395)))",108149865,475.21,residential
302,yes,"MultiPolygon (((910219.06724143994506449 7010675.91260367073118687, 910235.87648454972077161 7010676.24671200104057789, 910236.14365132781676948 7010662.28842026554048061, 910219.33440821792464703 7010661.95431251544505358, 910219.06724143994506449 7010675.91260367073118687)))",108149864,234.72,residential
301,yes,"MultiPolygon (((910353.16270004969555885 7010627.48560516163706779, 910366.94405300973448902 7010627.83827292826026678, 910367.378199023893103 7010610.11209673248231411, 910353.60797801276203245 7010609.77799116913229227, 910353.16270004969555885 7010627.48560516163706779)))",108149863,244.22,residential
300,yes,"MultiPolygon (((909942.37151512422133237 7010628.78490752913057804, 909942.30472342972643673 7010638.38119013793766499, 909949.39577499334700406 7010638.41831311024725437, 909949.45143473881762475 7010628.8220304548740387, 909942.37151512422133237 7010628.78490752913057804)))",108149862,68.0,residential
299,yes,"MultiPolygon (((910279.4135373990284279 7010587.26302096154540777, 910278.33373833843506873 7010607.16083143185824156, 910294.46393255435395986 7010608.03321791533380747, 910295.53259966592304409 7010588.13540526386350393, 910279.4135373990284279 7010587.26302096154540777)))",108149861,321.78,residential
298,yes,"MultiPolygon (((910166.17935136426240206 7010658.14919749367982149, 910165.86765678983647376 7010674.16781594045460224, 910184.76970632665324956 7010674.53904734086245298, 910185.08140090084634721 7010658.52042814902961254, 910166.17935136426240206 7010658.14919749367982149)))",108149860,302.9,residential
297,yes,"MultiPolygon (((909981.19975351297762245 7010673.03556027729064226, 909996.90693366376217455 7010673.44391476176679134, 909997.43013527058064938 7010653.21183144114911556, 909981.73408706882037222 7010652.8034779941663146, 909981.19975351297762245 7010673.03556027729064226)))",108149859,317.89,residential
296,yes,"MultiPolygon (((910119.68120005982927978 7010680.49731368012726307, 910130.37900312512647361 7010680.72005269397050142, 910130.49032261583488435 7010675.02164818625897169, 910143.91545320558361709 7010675.30007176380604506, 910144.0824324416462332 7010666.68750691134482622, 910152.25328306597657502 7010666.8359993314370513, 910152.68742907990235835 7010644.9519589738920331, 910143.94884905277285725 7010644.78490546159446239, 910143.64828642760403454 7010660.33945860341191292, 910138.77249273075722158 7010660.24665091838687658, 910138.89494417072273791 7010653.86148469056934118, 910126.89470306318253279 7010653.63874643016606569, 910126.80564747063908726 7010658.35337435081601143, 910120.11534607387147844 7010658.22344362083822489, 910119.68120005982927978 7010680.49731368012726307)))",108149858,696.71,residential
295,yes,"MultiPolygon (((909873.92116023553535342 7010656.9798210421577096, 909891.75454266066662967 7010657.44385929964482784, 909891.97718164208345115 7010649.14685942698270082, 909895.98468331072945148 7010649.25822849757969379, 909896.30750983417965472 7010636.8777098935097456, 909880.78957281750626862 7010636.46935728378593922, 909880.53353798866737634 7010646.15845666360110044, 909874.21059091144707054 7010645.99140312895178795, 909873.92116023553535342 7010656.9798210421577096)))",108149857,357.32,residential
294,yes,"MultiPolygon (((909900.0923725210595876 7010648.77562920656055212, 909917.02406707056798041 7010649.22110546939074993, 909917.39142139034811407 7010635.44847585260868073, 909900.45972684060689062 7010635.0030003609135747, 909900.0923725210595876 7010648.77562920656055212)))",108149856,233.36,residential
293,yes,"MultiPolygon (((910286.2819499809993431 7010672.60864424891769886, 910270.40779059380292892 7010672.3116591963917017, 910270.16288771422114223 7010684.72935602441430092, 910286.03704710130114108 7010685.04490313027054071, 910286.2819499809993431 7010672.60864424891769886)))",108149855,197.34,residential
292,yes,"MultiPolygon (((910194.96657168329693377 7010677.58314547035843134, 910209.96130709315184504 7010677.86156914290040731, 910210.38432115805335343 7010655.81044477317482233, 910195.3895857484312728 7010655.51346034742891788, 910194.96657168329693377 7010677.58314547035843134)))",108149854,330.91,residential
291,yes,"MultiPolygon (((910298.5382259173784405 7010672.07035885658115149, 910298.28219108853954822 7010685.41613503824919462, 910312.45316226640716195 7010685.69455897808074951, 910312.70919709524605423 7010672.34878232702612877, 910298.5382259173784405 7010672.07035885658115149)))",108149853,189.19,residential
290,yes,"MultiPolygon (((909948.7055941503494978 7010584.57162316888570786, 909948.58314271050039679 7010603.48567239847034216, 909963.57787812023889273 7010603.57847942598164082, 909963.70032956032082438 7010584.66442997753620148, 909948.7055941503494978 7010584.57162316888570786)))",108149852,283.62,residential
289,yes,"MultiPolygon (((909926.78678641316946596 7010589.26764886733144522, 909940.94662564212922007 7010589.36045572906732559, 909941.03568123478908092 7010575.19814141001552343, 909920.40817959071137011 7010575.06821203976869583, 909920.38591569277923554 7010577.62967720814049244, 909926.86471005680505186 7010577.66679989546537399, 909926.78678641316946596 7010589.26764886733144522)))",108149851,217.05,residential
288,yes,"MultiPolygon (((910032.57369851414114237 7010653.60162338241934776, 910031.29352436994668096 7010675.70842636376619339, 910057.3200213173404336 7010677.21191393211483955, 910058.61132741055916995 7010655.1236683065071702, 910032.57369851414114237 7010653.60162338241934776)))",108149850,577.19,residential
287,yes,"MultiPolygon (((909904.23345757846254855 7010577.53687048144638538, 909904.1444019858026877 7010592.21890754252672195, 909926.77565446414519101 7010592.36739857494831085, 909926.78678641316946596 7010589.26764886733144522, 909926.86471005680505186 7010577.66679989546537399, 909920.38591569277923554 7010577.62967720814049244, 909904.23345757846254855 7010577.53687048144638538)))",108149849,332.44,residential
111,yes,"MultiPolygon (((909834.26915761490818113 7010873.18744956515729427, 909837.83138132025487721 7010885.71683172415941954, 909854.80760366620961577 7010880.90925905667245388, 909851.24537996086291969 7010868.36132243368774652, 909834.26915761490818113 7010873.18744956515729427)))",98639015,230.02,residential
110,yes,"MultiPolygon (((910197.15956565190572292 7010774.92065236624330282, 910204.54004789143800735 7010775.14339402038604021, 910204.99645780387800187 7010759.86704337410628796, 910180.97371169074904174 7010759.143134412355721, 910180.88465609797276556 7010762.28007372934371233, 910197.52691997133661062 7010762.79980343859642744, 910197.15956565190572292 7010774.92065236624330282)))",98639011,165.21,residential
312,yes,"MultiPolygon (((908424.7862929868279025 7013386.3817486958578229, 908466.89845635392703116 7013358.64137337729334831, 908454.95387499174103141 7013340.50063129886984825, 908412.84171162452548742 7013368.22237562574446201, 908424.7862929868279025 7013386.3817486958578229)))",108566848,1095.57,residential
313,yes,"MultiPolygon (((908330.08680216898210347 7013363.1719233887270093, 908351.05939423444215208 7013349.48744206596165895, 908366.28790057508740574 7013350.4343999931588769, 908379.77982285909820348 7013370.95184930227696896, 908398.11414299276657403 7013359.32838284410536289, 908380.04698963707778603 7013332.47935420833528042, 908347.20773985295090824 7013326.98329864162951708, 908318.65429046447388828 7013345.84815384075045586, 908330.08680216898210347 7013363.1719233887270093)))",108566850,1733.06,residential
337,yes,"MultiPolygon (((908593.04570332088042051 7012716.48053245060145855, 908601.60617216292303056 7012720.95501840114593506, 908609.28721702750772238 7012706.28762570023536682, 908603.67671469168271869 7012703.35415040049701929, 908608.36326525418553501 7012694.38663450069725513, 908592.60042535758111626 7012686.14321263879537582, 908587.00105497078038752 7012696.83738318458199501, 908599.81392836105078459 7012703.53981336299329996, 908593.04570332088042051 7012716.48053245060145855)))",116809871,368.28,residential
336,yes,"MultiPolygon (((908994.70869000116363168 7012741.97213955130428076, 909001.51031088875606656 7012742.12067064177244902, 909001.67729012481868267 7012734.74981870036572218, 908994.87566923734266311 7012734.58272137958556414, 908994.70869000116363168 7012741.97213955130428076)))",116809867,50.22,residential
335,yes,"MultiPolygon (((908587.90274284628685564 7012553.74834182858467102, 908596.50773948454298079 7012535.77652498707175255, 908576.26985605829395354 7012524.91547763161361217, 908565.39394180779345334 7012544.39110982231795788, 908587.90274284628685564 7012553.74834182858467102)))",116809865,498.66,residential
334,yes,"MultiPolygon (((908602.31861690385267138 7012687.55424820631742477, 908612.07020429754629731 7012691.99158537574112415, 908616.6009075726615265 7012682.0215049022808671, 908626.17438378091901541 7012686.38457396719604731, 908631.47319154278375208 7012674.74353969469666481, 908641.73684859368950129 7012679.40366461034864187, 908647.15810779551975429 7012667.50271355547010899, 908617.54712324449792504 7012654.04222091194242239, 908602.31861690385267138 7012687.55424820631742477)))",116809864,814.22,residential
333,yes,"MultiPolygon (((908763.06396160938311368 7012648.80655956733971834, 908772.04744451632723212 7012653.03964719362556934, 908767.99541505158413202 7012661.63579258508980274, 908777.00116185669321567 7012665.88745323475450277, 908785.138616633717902 7012648.62089787889271975, 908767.14938692154828459 7012640.13616341538727283, 908763.06396160938311368 7012648.80655956733971834)))",116809863,285.24,residential
332,yes,"MultiPolygon (((908570.60369397688191384 7012416.32438381016254425, 908591.13100807915907353 7012421.13288273010402918, 908590.50761893088929355 7012423.80633512511849403, 908605.0014166320906952 7012427.20384883042424917, 908610.81229405151680112 7012402.45587229169905186, 908596.57453117903787643 7012399.11406589671969414, 908594.54851644649170339 7012407.7470686174929142, 908573.76516751537565142 7012402.86431539338082075, 908570.60369397688191384 7012416.32438381016254425)))",116809859,667.55,residential
331,yes,"MultiPolygon (((908626.15211988263763487 7012572.51853678561747074, 908640.62365368579048663 7012579.40652247797697783, 908649.57374074566178024 7012560.59917937871068716, 908635.10220694250892848 7012553.71120993513613939, 908626.15211988263763487 7012572.51853678561747074)))",116809857,333.82,residential
330,yes,"MultiPolygon (((908829.43264202040154487 7012534.58830711618065834, 908853.46652008267119527 7012533.47435302753001451, 908852.4312488182913512 7012511.34383072145283222, 908828.40850270516239107 7012512.45778171718120575, 908829.43264202040154487 7012534.58830711618065834)))",116809856,532.91,residential
329,yes,"MultiPolygon (((908994.06303695449605584 7012627.23270053416490555, 909003.9036799407331273 7012630.2032800642773509, 909007.31005635892506689 7012618.89651763346046209, 908997.46941337268799543 7012615.92594231478869915, 908994.06303695449605584 7012627.23270053416490555)))",116809855,121.38,residential
328,yes,"MultiPolygon (((908569.18993644393049181 7012571.20035152230411768, 908578.80794044828508049 7012554.49097976367920637, 908561.85398200049530715 7012546.41479597147554159, 908553.00408248254097998 7012564.36807083617895842, 908569.18993644393049181 7012571.20035152230411768)))",116809853,356.01,residential
327,yes,"MultiPolygon (((908585.72088082670234144 7012625.20899386238306761, 908572.72989625099580735 7012649.75343423429876566, 908600.12562293524388224 7012664.25362704135477543, 908616.09996986412443221 7012634.08360124751925468, 908603.49860350624658167 7012627.41836172342300415, 908600.52637310221325606 7012633.04389777779579163, 908585.72088082670234144 7012625.20899386238306761)))",116809851,951.58,residential
286,yes,"MultiPolygon (((909945.21016213949769735 7010653.5459388205781579, 909944.83167587080970407 7010668.24667744524776936, 909964.25692701421212405 7010668.74783946573734283, 909964.64654523192439228 7010654.06566143874078989, 909945.21016213949769735 7010653.5459388205781579)))",108149848,285.66,residential
